,Title,Worldwide,Budget,MPAA,Domestic Distributor,Domestic Opening,Genres,Year
705,tt1798709,48517427.0,23000000.0,R,Warner Bros.,260382.0,"Drama,Romance,Sci-Fi",4
706,tt2318092,34718173.0,20000000.0,PG-13,Universal Pictures,13307125.0,"Drama,Romance",4
707,tt2980516,123726688.0,15000000.0,PG-13,Focus Features,208763.0,"Biography,Drama,Romance",4
708,tt1921064,117831631.0,100000000.0,PG-13,TriStar Pictures,10340823.0,"Action,Adventure,Drama,Fantasy,History,Romance",4
709,tt2209764,103039258.0,100000000.0,PG-13,Warner Bros.,10886386.0,"Action,Drama,Sci-Fi,Thriller",4
710,tt2870612,41898409.0,,R,Universal Pictures,8632820.0,"Horror,Mystery,Thriller",4
711,tt2784678,26117471.0,,R,Paramount Pictures,6896593.0,"Comedy,Romance",4
712,tt2431286,100129872.0,12000000.0,PG-13,The Weinstein Company,128435.0,"Biography,Comedy,Drama",4
713,tt1430612,71416730.0,28000000.0,PG-13,Relativity Media,9516855.0,"Action,Crime,Thriller",4
714,tt2084970,233555708.0,,PG-13,The Weinstein Company,479352.0,"Biography,Drama,Thriller,War",4
715,tt2305051,52501541.0,,R,Fox Searchlight Pictures,606810.0,"Adventure,Biography,Drama",4
716,tt1454468,723192705.0,100000000.0,PG-13,Warner Bros.,55785112.0,"Action,Drama,Sci-Fi,Thriller",4
717,tt1418377,76801179.0,65000000.0,PG-13,Lionsgate,8610441.0,"Action,Fantasy,Sci-Fi",4
718,tt2039393,39280992.0,25000000.0,R,Paramount Pictures,9129999.0,"Crime,Drama,Thriller",4
719,tt1043726,61279452.0,70000000.0,PG-13,Lionsgate,8868318.0,"Action,Adventure,Fantasy",4
720,tt2024544,187733202.0,20000000.0,R,Fox Searchlight Pictures,923715.0,"Biography,Drama,History",4
721,tt2458776,21316745.0,,,Walt Disney Studios Motion Pictures,4776267.0,"Documentary,Family",4
722,tt2205401,17534314.0,,R,Lionsgate,7485346.0,"Drama,Thriller",4
723,tt2828996,25358716.0,4000000.0,R,Open Road Films (II),8843875.0,"Comedy,Fantasy,Horror",4
724,tt1972571,36233517.0,,R,Roadside Attractions,2687227.0,"Crime,Drama,Thriller",4
725,tt1980929,65652908.0,,R,The Weinstein Company,134064.0,"Comedy,Drama,Music,Romance",4
726,tt2465140,16365451.0,,PG-13,Lionsgate,8075111.0,"Comedy,Drama",4
727,tt2752758,36921560.0,7000000.0,R,Twentieth Century Fox,8308220.0,"Horror,Mystery",4
728,tt2465146,25419147.0,,PG-13,Clarius Entertainment,4642329.0,"Comedy,Drama,Romance",4
729,tt2626350,86165646.0,,PG-13,Lionsgate,6469857.0,"Drama,Music,Romance",4
730,tt3125324,14618727.0,7000000.0,PG-13,Relativity Media,6200284.0,"Drama,Music,Romance",4
731,tt1335975,151783839.0,175000000.0,PG-13,Universal Pictures,9910310.0,"Action,Drama,Fantasy",4
732,tt2785390,14444502.0,,PG-13,Lionsgate,38608.0,Documentary,4
733,tt2467046,27405896.0,16000000.0,PG-13,Freestyle Releasing,6300147.0,"Action,Fantasy,Sci-Fi,Thriller",4
734,tt0458481,39407616.0,,R,Dimension Films,6317683.0,"Action,Crime,Thriller",4
735,tt1661382,44907260.0,40000000.0,PG-13,Warner Bros.,7021993.0,"Comedy,Drama,Sport",4
736,tt1967545,20275812.0,18000000.0,PG-13,Paramount Pictures,5175282.0,"Drama,Romance,Thriller",4
737,tt1837709,30800231.0,60000000.0,PG-13,Warner Bros.,7297694.0,"Drama,Fantasy,Mystery,Romance",4
738,tt1762399,126546518.0,80000000.0,PG,Twentieth Century Fox,7091938.0,"Adventure,Animation,Comedy,Family",4
739,tt1821549,27682872.0,12000000.0,R,Paramount Pictures,140401.0,"Adventure,Comedy,Drama",4
740,tt0790636,55736588.0,5000000.0,R,Focus Features,260865.0,"Biography,Drama",4
741,tt2404181,16607575.0,,PG,Fox Searchlight Pictures,106578.0,"Biography,Drama,Romance",4
742,tt1600196,18658381.0,12600000.0,R,Fox Searchlight Pictures,4104552.0,"Crime,Drama,Thriller",4
743,tt2870756,51029361.0,,PG-13,Sony Pictures Classics,412095.0,"Comedy,Drama,Romance",4
744,tt1742334,22126842.0,,R,Open Road Films (II),5272444.0,"Action,Crime,Drama,Thriller",4
745,tt3014666,10536956.0,5000000.0,PG,TriStar Pictures,4311083.0,Comedy,4
746,tt2338151,100370104.0,,,UTV Motion Pictures,3565258.0,"Comedy,Drama,Sci-Fi",4
747,tt2235779,17835162.0,,PG-13,Lionsgate,3880053.0,"Horror,Mystery,Thriller",4
748,tt0884726,21755418.0,70000000.0,PG,Clarius Entertainment,3747780.0,"Adventure,Animation,Family,Fantasy,Musical",4
749,tt3231010,16860855.0,,,Warner Bros.,188307.0,"Adventure,Biography,Documentary,Family,Short",4
750,tt2042568,32960249.0,,R,CBS Films,405411.0,"Comedy,Drama,Music",4
751,tt1686821,15642346.0,,PG-13,The Weinstein Company,3921742.0,"Action,Comedy,Drama,Fantasy,Horror,Mystery,Thriller",4
752,tt2170299,7804337.0,,R,Focus Features,113301.0,"Comedy,Drama",4
753,tt2609758,53396635.0,,PG-13,Lionsgate,16007634.0,"Comedy,Drama,Romance",4
754,tt1100089,19206513.0,,R,Sony Pictures Classics,270877.0,"Biography,Drama,History,Sport",4
755,tt3005242,17998703.0,,PG,Lionsgate,2661253.0,"Biography,Comedy,Drama,Romance",4
756,tt1126590,29253166.0,,PG-13,The Weinstein Company,3001738.0,"Biography,Crime,Drama,Romance",4
757,tt4003774,6047363.0,,PG,Purdie Distribution,2509808.0,Documentary,4
758,tt2582802,49396747.0,3300000.0,R,Sony Pictures Classics,135388.0,"Drama,Music",4
759,tt1621046,6972226.0,,PG-13,,,"Biography,Drama",4
760,tt1571249,5776640.0,,R,Roadside Attractions,380691.0,"Comedy,Drama,Romance",4
761,tt2013293,136533257.0,,PG-13,Walt Disney Studios Motion Pictures,313751.0,"Animation,Biography,Drama,Romance,War",4
762,tt3195742,14994876.0,,G,IMAX,8137.0,"Documentary,Short",4
763,tt2385006,9279456.0,,,National Geographic Entertainment,,"Documentary,Short",4
764,tt1433813,74996938.0,,,Warner Bros.,413477.0,Documentary,4
765,tt1706620,86758912.0,,R,RADiUS-TWC,171187.0,"Action,Drama,Sci-Fi",4
766,tt2058107,24174885.0,,R,The Weinstein Company,61845.0,"Biography,Drama,Romance,War",4
767,tt2235108,4633961.0,,R,Roadside Attractions,347959.0,"Comedy,Drama,Romance",4
768,tt2350496,11621777.0,,PG,,,"Drama,Romance",4
769,tt2908856,10606667.0,,PG-13,Cohen Media Group,124680.0,"Comedy,Drama,Romance",4
770,tt2258345,22706304.0,,R,Millennium Entertainment,180801.0,"Comedy,Romance",4
771,tt1981115,644783140.0,170000000.0,PG-13,Walt Disney Studios Motion Pictures,85737841.0,"Action,Adventure,Fantasy",4
772,tt2718492,11156836.0,,PG-13,Music Box Films,55438.0,Drama,4
773,tt2234003,16887741.0,,R,Fox Searchlight Pictures,74149.0,"Drama,Mystery",4
774,tt2870708,5670776.0,,R,Focus Features,484401.0,"Comedy,Drama",4
775,tt0087332,296578797.0,30000000.0,,Columbia Pictures,13578151.0,"Action,Comedy,Fantasy,Sci-Fi",4
776,tt2788710,11782625.0,,R,Sony Pictures Entertainment (SPE),1794666.0,"Action,Adventure,Comedy",4
777,tt1486834,8526288.0,,PG-13,CBS Films,133898.0,"Comedy,Romance",4
778,tt2319580,4292517.0,,PG-13,Entertainment One,41433.0,Comedy,4
779,tt2771372,3485383.0,6000000.0,PG-13,Warner Bros.,1988351.0,"Crime,Drama,Mystery,Thriller",4
780,tt3612616,13156856.0,,R,Roadside Attractions,473882.0,Drama,4
781,tt0816442,76586316.0,,PG-13,Twentieth Century Fox,105005.0,"Drama,War",4
782,tt1726592,17669776.0,,R,Clarius Entertainment,1843347.0,"Drama,Mystery,Thriller",4
783,tt2752688,3171593.0,,R,Open Road Films (II),1154303.0,"Biography,Drama",4
784,tt2910274,3325417.0,,R,A24,77315.0,"Comedy,Drama,Romance",4
785,tt2304771,27985788.0,,PG-13,The Weinstein Company,84283.0,"Biography,Drama,History",4
786,tt1985966,274325949.0,78000000.0,PG,Sony Pictures Entertainment (SPE),34017930.0,"Adventure,Animation,Comedy,Drama,Family,Fantasy,Sci-Fi",4
787,tt2967006,6132875.0,,,IFC Films,71712.0,"Comedy,Drama",4
788,tt2326574,2840991.0,,PG,Freestyle Releasing,1587137.0,"Drama,Music",4
789,tt3532608,2827393.0,,PG-13,Open Road Films (II),1311446.0,"Comedy,Documentary",4
790,tt4009460,2783970.0,,PG,The Samuel Goldwyn Company,992087.0,"Comedy,Family",4
791,tt2652092,3396345.0,,PG-13,Warner Bros.,841422.0,"Biography,Drama",4
792,tt2799166,16861137.0,,R,Twentieth Century Fox,1369935.0,"Horror,Mystery,Thriller",4
793,tt0290296,128363881.0,,,IMAX,489488.0,Documentary,4
794,tt2265171,6566916.0,,R,Sony Pictures Classics,165292.0,"Action,Crime,Thriller",4
795,tt1441395,5866389.0,13300000.0,R,A24,133154.0,"Drama,Horror,Sci-Fi,Thriller",4
796,tt3541262,138342258.0,,,CJ Entertainment,51431.0,"Action,Drama,History,War",4
797,tt2263944,50461371.0,,,Screenvision,296414.0,"Action,Adventure,Animation,Comedy,Family,Fantasy,Sci-Fi",4
798,tt2905838,42045981.0,,,FIP,1278690.0,"Action,Adventure,Comedy,Musical,Romance,Thriller",4
799,tt2372222,43996483.0,,,UTV Motion Pictures,1071373.0,"Action,Comedy,Crime,Thriller",4
800,tt0369610,1670516444.0,150000000.0,PG-13,Universal Pictures,208806270.0,"Action,Adventure,Sci-Fi",5
801,tt2488496,2069521700.0,245000000.0,PG-13,Walt Disney Studios Motion Pictures,247966675.0,"Action,Adventure,Sci-Fi",5
802,tt2395427,1402809540.0,250000000.0,PG-13,Walt Disney Studios Motion Pictures,191271109.0,"Action,Adventure,Sci-Fi",5
803,tt2096673,858848019.0,175000000.0,PG,Walt Disney Studios Motion Pictures,90440272.0,"Adventure,Animation,Comedy,Drama,Family,Fantasy,Sci-Fi",5
804,tt2820852,1515341399.0,190000000.0,PG-13,Universal Pictures,147187040.0,"Action,Adventure,Thriller",5
805,tt2179136,547426372.0,58800000.0,R,Warner Bros.,633456.0,"Action,Biography,Drama,War",5
806,tt2293640,1159444662.0,74000000.0,PG,Universal Pictures,115718405.0,"Adventure,Animation,Comedy,Crime,Family,Sci-Fi",5
807,tt1951266,658344137.0,160000000.0,PG-13,Lionsgate,102665981.0,"Action,Adventure,Sci-Fi,Thriller",5
808,tt3659388,630162448.0,108000000.0,PG-13,Twentieth Century Fox,54308575.0,"Adventure,Drama,Sci-Fi",5
809,tt1661199,542358331.0,95000000.0,PG,Walt Disney Studios Motion Pictures,67877361.0,"Adventure,Drama,Family,Fantasy,Romance",5
810,tt2379713,880681519.0,245000000.0,PG-13,Sony Pictures Entertainment (SPE),70403148.0,"Action,Adventure,Thriller",5
811,tt2381249,682716636.0,150000000.0,PG-13,Paramount Pictures,55520089.0,"Action,Adventure,Thriller",5
812,tt2848292,287144079.0,29000000.0,PG-13,Universal Pictures,69216890.0,"Comedy,Music",5
813,tt0478970,519311965.0,130000000.0,PG-13,Walt Disney Studios Motion Pictures,57225526.0,"Action,Adventure,Comedy,Sci-Fi",5
814,tt2224026,386041607.0,135000000.0,PG,Twentieth Century Fox,52107731.0,"Adventure,Animation,Comedy,Family,Fantasy,Sci-Fi",5
815,tt2510894,475186706.0,80000000.0,PG,Sony Pictures Entertainment (SPE),48464322.0,"Adventure,Animation,Comedy,Drama,Family,Fantasy,Horror,Romance",5
816,tt2322441,569651467.0,40000000.0,R,Universal Pictures,85171450.0,"Drama,Romance,Thriller",5
817,tt2279373,325186032.0,74000000.0,PG,Paramount Pictures,55365012.0,"Adventure,Animation,Comedy,Family,Fantasy",5
818,tt1398426,201634991.0,28000000.0,R,Universal Pictures,60200180.0,"Biography,Drama,History,Music",5
819,tt2126355,474009154.0,110000000.0,PG-13,Warner Bros.,54588173.0,"Action,Adventure,Thriller",5
820,tt1392190,375658750.0,150000000.0,R,Warner Bros.,45428128.0,"Action,Adventure,Sci-Fi,Thriller",5
821,tt2908446,297002527.0,110000000.0,PG-13,Lionsgate,52263680.0,"Action,Adventure,Sci-Fi,Thriller",5
822,tt2802144,414351546.0,81000000.0,R,Twentieth Century Fox,36206331.0,"Action,Adventure,Comedy,Thriller",5
823,tt2452042,246233113.0,99000000.0,G,Twentieth Century Fox,44213073.0,"Adventure,Animation,Comedy,Drama,Family",5
824,tt3079380,235666219.0,65000000.0,R,Twentieth Century Fox,29085719.0,"Action,Comedy",5
825,tt1979388,332207671.0,,PG,Walt Disney Studios Motion Pictures,39155217.0,"Adventure,Animation,Comedy,Drama,Family",5
826,tt3152624,140795793.0,35000000.0,R,Universal Pictures,30097040.0,"Comedy,Drama,Romance",5
827,tt3076658,173567581.0,35000000.0,PG-13,Warner Bros.,29632823.0,"Action,Drama,Sport",5
828,tt1964418,209035668.0,190000000.0,PG,Walt Disney Studios Motion Pictures,33028165.0,"Action,Adventure,Family,Fantasy,Mystery,Sci-Fi",5
829,tt2561572,111711453.0,40000000.0,R,Warner Bros.,33803253.0,"Comedy,Crime",5
830,tt1340138,440603537.0,155000000.0,PG-13,Paramount Pictures,27018486.0,"Action,Adventure,Sci-Fi,Thriller",5
831,tt2446042,326479141.0,48000000.0,PG-13,Twentieth Century Fox,39201657.0,"Action,Adventure,Crime,Thriller",5
832,tt4046784,312296056.0,61000000.0,PG-13,Twentieth Century Fox,30316510.0,"Action,Adventure,Sci-Fi,Thriller",5
833,tt2637276,215863606.0,68000000.0,R,Universal Pictures,33507870.0,Comedy,5
834,tt1051904,158261424.0,58000000.0,PG,Sony Pictures Entertainment (SPE),23618556.0,"Adventure,Comedy,Family,Fantasy,Horror",5
835,tt2120120,244874809.0,88000000.0,PG-13,Sony Pictures Entertainment (SPE),24011616.0,"Action,Comedy,Fantasy,Sci-Fi",5
836,tt1109624,282377683.0,55000000.0,PG,Dimension Films,18966676.0,"Adventure,Animation,Comedy,Family,Fantasy",5
837,tt2361509,194564672.0,35000000.0,PG-13,Warner Bros.,17728313.0,"Comedy,Drama",5
838,tt2084970,233555708.0,,PG-13,The Weinstein Company,479352.0,"Biography,Drama,Thriller,War",5
839,tt3450650,107588225.0,30000000.0,PG,Sony Pictures Entertainment (SPE),23762435.0,"Action,Comedy,Crime,Family",5
840,tt3682448,165478348.0,40000000.0,PG-13,Walt Disney Studios Motion Pictures,15371203.0,"Drama,History,Thriller",5
841,tt3832914,73267874.0,3000000.0,PG,TriStar Pictures,11351389.0,Drama,5
842,tt2268016,117813057.0,14800000.0,R,Warner Bros.,12857184.0,"Comedy,Drama,Music",5
843,tt2310332,962182865.0,,PG-13,Warner Bros.,54724334.0,"Adventure,Fantasy",5
844,tt3567288,98450062.0,5000000.0,PG-13,Universal Pictures,25427560.0,"Horror,Mystery,Thriller",5
845,tt1528854,242786137.0,,PG-13,Paramount Pictures,38740203.0,"Comedy,Family",5
846,tt0884732,79799880.0,23000000.0,R,Screen Gems,20649306.0,Comedy,5
847,tt2180411,212902372.0,50000000.0,PG,Walt Disney Studios Motion Pictures,31051923.0,"Adventure,Comedy,Drama,Fantasy,Musical",5
848,tt1355683,99775678.0,53000000.0,R,Warner Bros.,22635037.0,"Biography,Crime,Drama",5
849,tt1524930,107228221.0,31000000.0,R,Warner Bros.,14681108.0,"Adventure,Comedy",5
850,tt3862750,60273173.0,12000000.0,PG-13,Screen Gems,25888154.0,Thriller,5
851,tt1502712,167882881.0,120000000.0,PG-13,Twentieth Century Fox,25685737.0,"Action,Adventure,Sci-Fi",5
852,tt2974918,234798636.0,,PG,Twentieth Century Fox,14287159.0,"Adventure,Animation,Comedy,Family,Fantasy,Music,Musical",5
853,tt2381941,158762963.0,50100000.0,R,Warner Bros.,18685137.0,"Comedy,Crime,Drama,Romance",5
854,tt1809398,161459297.0,65000000.0,PG-13,Universal Pictures,30621445.0,"Action,Biography,Drama,Sport,War",5
855,tt1798684,91970827.0,30000000.0,R,The Weinstein Company,16701294.0,"Action,Crime,Drama,Sport",5
856,tt3195644,112983889.0,10000000.0,PG-13,Focus Features,22692741.0,"Horror,Mystery,Thriller",5
857,tt1020072,66787908.0,20000000.0,PG-13,Paramount Pictures,571450.0,"Biography,Drama,History",5
858,tt1850457,105011053.0,30000000.0,R,Universal Pictures,13922855.0,Comedy,5
859,tt1029360,95437994.0,35000000.0,PG-13,Twentieth Century Fox,22620386.0,"Horror,Thriller",5
860,tt1617661,183887723.0,176000000.0,PG-13,Warner Bros.,18372372.0,"Action,Adventure,Sci-Fi",5
861,tt3397884,84997446.0,30000000.0,R,Lionsgate,401288.0,"Action,Crime,Drama,Mystery,Thriller",5
862,tt1638355,107045109.0,75000000.0,PG-13,Warner Bros.,13421036.0,"Action,Adventure,Comedy",5
863,tt2097298,45710059.0,,PG,Walt Disney Studios Motion Pictures,11020798.0,"Biography,Drama,Sport",5
864,tt2692250,363204635.0,127000000.0,PG,Twentieth Century Fox,17100520.0,"Adventure,Comedy,Family,Fantasy",5
865,tt4178092,58980521.0,5000000.0,R,STX Entertainment,11854273.0,"Drama,Mystery,Thriller",5
866,tt2719848,203427584.0,55000000.0,PG-13,Universal Pictures,7222035.0,"Action,Adventure,Biography,Drama,Thriller",5
867,tt3530002,52395996.0,25000000.0,R,Sony Pictures Entertainment (SPE),9880536.0,"Comedy,Fantasy",5
868,tt3369806,43967255.0,20000000.0,PG,Warner Bros.,12155254.0,"Adventure,Drama,Family,War",5
869,tt1655441,65663276.0,,PG-13,Lionsgate,13203458.0,"Drama,Fantasy,Romance",5
870,tt3850590,61548707.0,15000000.0,PG-13,Universal Pictures,16293325.0,"Comedy,Drama,Fantasy,Horror",5
871,tt2726560,62944815.0,34000000.0,PG-13,Twentieth Century Fox,13019686.0,"Drama,Romance,Western",5
872,tt3181822,52425855.0,4000000.0,R,Universal Pictures,14910105.0,Thriller,5
873,tt3332064,128388320.0,150000000.0,PG,Warner Bros.,15315435.0,"Adventure,Comedy,Family,Fantasy",5
874,tt2967224,51380201.0,35000000.0,PG-13,Warner Bros.,13942258.0,"Action,Comedy,Crime",5
875,tt1666801,43709744.0,8500000.0,PG-13,Lionsgate,10809149.0,"Comedy,Romance",5
876,tt2404425,61619773.0,11000000.0,PG-13,The Weinstein Company,2091551.0,"Biography,Drama,History",5
877,tt2555736,85978292.0,10000000.0,PG,Fox Searchlight Pictures,8540370.0,"Comedy,Drama,Romance",5
878,tt3713166,62882090.0,1000000.0,R,Universal Pictures,15845115.0,"Horror,Mystery,Thriller",5
879,tt1674771,49263404.0,30000000.0,R,Warner Bros.,10283250.0,"Comedy,Drama",5
880,tt3622592,85512300.0,12000000.0,PG-13,Twentieth Century Fox,12650140.0,"Adventure,Comedy,Drama,Mystery,Romance",5
881,tt1823672,102811889.0,49000000.0,R,Sony Pictures Entertainment (SPE),13346782.0,"Action,Crime,Drama,Sci-Fi,Thriller",5
882,tt2554274,74679822.0,55000000.0,R,Universal Pictures,13143310.0,"Drama,Horror,Mystery,Romance,Thriller",5
883,tt1178665,37461274.0,,R,Broad Green Pictures,8246267.0,"Adventure,Biography,Comedy,Drama",5
884,tt1823664,136853506.0,65000000.0,PG,Sony Pictures Entertainment (SPE),15861939.0,"Comedy,Drama,Family,Musical",5
885,tt2446980,101134059.0,60000000.0,PG-13,Twentieth Century Fox,17015168.0,"Biography,Drama",5
886,tt2752772,53329150.0,10000000.0,R,Focus Features,10542116.0,"Horror,Mystery,Thriller",5
887,tt1618442,146936910.0,90000000.0,PG-13,Lionsgate,10812861.0,"Action,Adventure,Fantasy",5
888,tt1781922,54418872.0,,R,The Weinstein Company,8111264.0,"Action,Thriller",5
889,tt3623726,41325328.0,18000000.0,PG-13,TriStar Pictures,6610961.0,"Comedy,Drama,Music",5
890,tt2339741,48854305.0,,PG-13,Relativity Media,15027415.0,"Drama,Horror,Thriller",5
891,tt2199571,71561644.0,50000000.0,R,Warner Bros.,11012305.0,"Action,Crime,Thriller",5
892,tt2279339,42426912.0,17000000.0,PG-13,Lionsgate,8317545.0,"Comedy,Fantasy,Romance",5
893,tt1895587,98690254.0,,R,Open Road Films (II),295009.0,"Biography,Crime,Drama",5
894,tt2918436,38356892.0,3300000.0,PG-13,Relativity Media,10203437.0,"Horror,Mystery,Sci-Fi,Thriller",5
895,tt0470752,36869414.0,15000000.0,R,A24,237264.0,"Drama,Sci-Fi,Thriller",5
896,tt1596363,133440870.0,28000000.0,R,Paramount Pictures,705527.0,"Biography,Comedy,Drama,History",5
897,tt1951265,755356711.0,125000000.0,PG-13,Lionsgate,121897634.0,"Action,Adventure,Sci-Fi,Thriller",5
898,tt1390411,93920758.0,100000000.0,PG-13,Warner Bros.,11053366.0,"Action,Adventure,Biography,Drama,History",5
899,tt2309260,42964410.0,100000.0,R,Warner Bros.,9808463.0,"Horror,Mystery,Thriller",5
900,tt2679042,82347656.0,35000000.0,R,Twentieth Century Fox,8326530.0,"Action,Crime,Thriller",5
901,tt2436386,33213241.0,12000000.0,PG-13,Paramount Pictures,8310252.0,"Drama,Mystery,Sci-Fi,Thriller",5
902,tt2883434,21833967.0,9000000.0,PG-13,Relativity Media,6213362.0,Drama,5
903,tt1243974,26250020.0,37000000.0,PG-13,Sony Pictures Entertainment (SPE),9670235.0,"Comedy,Drama,Romance",5
904,tt1741273,34854990.0,19500000.0,PG-13,STX Entertainment,6652996.0,"Crime,Drama,Mystery,Thriller",5
905,tt2381111,62402155.0,,PG-13,Fox Searchlight Pictures,187281.0,"Drama,Romance",5
906,tt2872750,106209378.0,,PG,Lionsgate,4038962.0,"Adventure,Animation,Comedy,Family,Fantasy",5
907,tt3316960,44779195.0,5000000.0,PG-13,Sony Pictures Classics,197000.0,Drama,5
908,tt2473510,78903124.0,10000000.0,R,Paramount Pictures,8070493.0,"Horror,Mystery",5
909,tt2305051,52501541.0,,R,Fox Searchlight Pictures,606810.0,"Adventure,Biography,Drama",5
910,tt2562232,103215094.0,18000000.0,R,Fox Searchlight Pictures,424397.0,"Comedy,Drama",5
911,tt2245084,657869686.0,165000000.0,PG,Walt Disney Studios Motion Pictures,56215889.0,"Action,Adventure,Animation,Comedy,Family,Sci-Fi",5
912,tt2080374,34441873.0,30000000.0,R,Universal Pictures,521522.0,"Biography,Drama",5
913,tt3168230,29355203.0,,PG,Roadside Attractions,2434908.0,"Drama,Mystery",5
914,tt3850214,17986781.0,7000000.0,R,Open Road Films (II),6100010.0,"Adventure,Comedy,Crime,Drama",5
915,tt3322364,48623572.0,35000000.0,PG-13,Sony Pictures Entertainment (SPE),10513749.0,"Biography,Drama,Sport",5
916,tt1121096,114178613.0,95000000.0,PG-13,Universal Pictures,7217640.0,"Action,Adventure,Fantasy",5
917,tt3660770,16839663.0,,,Walt Disney Studios Motion Pictures,4577861.0,Documentary,5
918,tt2938956,72629670.0,,PG-13,EuropaCorp,7355622.0,"Action,Thriller",5
919,tt2058673,133718711.0,105000000.0,PG-13,Warner Bros.,9800252.0,"Action,Adventure,Crime,Sport,Thriller",5
920,tt2039393,39280992.0,25000000.0,R,Paramount Pictures,9129999.0,"Crime,Drama,Thriller",5
921,tt3235888,21947454.0,,R,RADiUS-TWC,160089.0,"Horror,Mystery,Thriller",5
922,tt3316948,27262374.0,28000000.0,R,Lionsgate,5454284.0,"Action,Comedy",5
923,tt4183692,14401617.0,,PG,Pure Flix Entertainment,4002226.0,"Biography,Drama,History,Sport",5
924,tt2503944,36606743.0,20000000.0,R,The Weinstein Company,5002521.0,"Comedy,Drama",5
925,tt3460252,156480177.0,44000000.0,R,The Weinstein Company,4610676.0,"Crime,Drama,Mystery,Thriller,Western",5
926,tt4056738,14410698.0,,PG-13,Pure Flix Entertainment,3591282.0,Drama,5
927,tt2980516,123726688.0,15000000.0,PG-13,Focus Features,208763.0,"Biography,Drama,Romance",5
928,tt0903657,28641776.0,,PG-13,Roadside Attractions,2122177.0,"Biography,Drama,Music",5
929,tt4191054,13603453.0,,PG,Walt Disney Studios Motion Pictures,5504441.0,"Adventure,Animation,Comedy,Family,Fantasy,Musical,Romance",5
930,tt2637294,13081651.0,14000000.0,R,Paramount Pictures,5963324.0,"Comedy,Mystery,Sci-Fi",5
931,tt2140379,31807156.0,26000000.0,PG-13,Focus Features,5403460.0,"Action,Mystery,Sci-Fi,Thriller",5
932,tt2935476,30229977.0,,PG-13,Fox Searchlight Pictures,164985.0,"Drama,Romance",5
933,tt2006295,27972023.0,,PG-13,Warner Bros.,5787266.0,"Biography,Drama,History",5
934,tt2515034,24177137.0,40000000.0,R,Open Road Films (II),5028702.0,"Action,Adventure,Crime,Thriller",5
935,tt2358925,14431253.0,35000000.0,R,Twentieth Century Fox,4772613.0,"Comedy,Drama",5
936,tt3488710,61181942.0,35000000.0,PG,TriStar Pictures,1560299.0,"Action,Adventure,Biography,Drama",5
937,tt1911658,373515621.0,132000000.0,PG,Twentieth Century Fox,25447444.0,"Adventure,Animation,Comedy,Family,Sci-Fi",5
938,tt1528100,268175631.0,140000000.0,PG-13,Twentieth Century Fox,24115934.0,"Action,Adventure,Drama,Fantasy",5
939,tt4643580,25892561.0,5300000.0,PG-13,Lionsgate,3424702.0,"Adventure,Animation,Comedy,Family,Fantasy",5
940,tt0816692,701729206.0,165000000.0,PG-13,Paramount Pictures,47510360.0,"Adventure,Drama,Sci-Fi",5
941,tt2870648,23706386.0,,R,A24,222500.0,"Biography,Documentary,Music",5
942,tt1126590,29253166.0,,PG-13,The Weinstein Company,3001738.0,"Biography,Crime,Drama,Romance",5
943,tt3819668,61768190.0,,,FUNimation Entertainment,1817937.0,"Action,Adventure,Animation,Comedy,Family,Fantasy,Sci-Fi",5
944,tt2717822,19652057.0,70000000.0,R,Universal Pictures,3901815.0,"Action,Crime,Thriller",5
945,tt3863552,121126188.0,,,Eros Worldwide,2425000.0,"Action,Adventure,Comedy,Drama",5
946,tt3045616,47275717.0,60000000.0,R,Lionsgate,4200586.0,"Action,Adventure,Comedy,Crime,Mystery",5
947,tt1791682,18117839.0,,R,A24,227688.0,"Comedy,Drama,Mystery",5
948,tt2582802,49396747.0,3300000.0,R,Sony Pictures Classics,135388.0,"Drama,Music",5
949,tt3236120,7452512.0,,PG-13,Bleecker Street Media,52091.0,"Comedy,Drama,Romance",5
950,tt2403021,12666449.0,5000000.0,R,BH Tilt,3520626.0,"Adventure,Horror",5
951,tt1018765,8527658.0,28000000.0,R,Warner Bros.,3238433.0,"Comedy,Drama",5
952,tt1791528,14710975.0,,R,Warner Bros.,328184.0,"Comedy,Crime,Drama,Mystery,Romance",5
953,tt4270516,7205073.0,600000.0,R,Sony Pictures Classics,115540.0,"Comedy,Drama",5
954,tt3203606,11430025.0,,R,Bleecker Street Media,74177.0,"Biography,Crime,Drama",5
955,tt2582496,9074749.0,8000000.0,PG-13,Fox Searchlight Pictures,196496.0,"Comedy,Drama",5
956,tt1810683,17572289.0,,PG-13,Open Road Films (II),2750356.0,"Drama,History,War",5
957,tt1850397,11020402.0,,R,Open Road Films (II),2747342.0,"Mystery,Romance,Thriller",5
958,tt1976009,34227298.0,,PG-13,Twentieth Century Fox,2469341.0,"Drama,Horror,Sci-Fi,Thriller",5
959,tt2937898,12007070.0,20000000.0,R,A24,172788.0,"Action,Crime,Drama,Thriller",5
960,tt1772288,10835752.0,10000000.0,R,Bleecker Street Media,72459.0,"Biography,Comedy,Drama,Music",5
961,tt1100089,19206513.0,,R,Sony Pictures Classics,270877.0,"Biography,Drama,History,Sport",5
962,tt3735246,11350917.0,,,Eros Worldwide,1744975.0,"Action,Drama,History,Romance,War",5
963,tt3170832,35401758.0,,R,A24,118298.0,"Drama,Thriller",5
